,Incident Number,Incident Date,Time Num,Street,Alt Street,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
429,21-128030,2021-11-30 12:40:00,12.5,501 Signal Mountain Rd,,Signal Mtn Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.094368,-85.331318,POINT (-85.331318 35.094368),"(35.094368, -85.331318)",Daylight,2021,11,30,12,1
430,21-128288,2021-12-01 05:06:00,5.0,90 Highway 153,US-153,Interstate 75,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,1,55.0,1,Clear,1,0,0.0,0.0,35.024637,-85.174285,POINT (-85.174285 35.024637),"(35.024637, -85.174285)",Dark - Not Lighted,2021,12,1,5,2
431,21-128612,2021-12-01 00:00:00,,2140 E 28th St,,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.011308,-85.283909,POINT (-85.283909 35.011308),"(35.011308, -85.283909)",Dark - Lighted,2021,12,1,0,2
432,21-128725,2021-12-02 09:29:00,9.5,2321 Hickory Valley Rd,,Shallowford Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.048197,-85.165687,POINT (-85.165687 35.048197),"(35.048197, -85.165687)",Daylight,2021,12,2,9,3
433,21-128914,2021-12-02 17:34:00,17.5,2125 E 25th Street Pl,,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.014278,-85.282031,POINT (-85.282031 35.014278),"(35.014278, -85.282031)",Daylight,2021,12,2,17,3
434,21-130908,2021-12-07 18:47:00,19.0,2464 Amnicola Hwy,SR-2464,River Terminal Rd,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,50.0,1,Clear,1,0,1.0,1.0,34.9929235,-85.203119,POINT (-85.203119 34.9929235),"(34.9929235, -85.203119)",Dark - Not Lighted,2021,12,7,18,1
435,21-131787,2021-12-10 00:27:00,0.5,W Martin Luther King Blvd,,Market St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,1.0,35.04576,-85.30965,POINT (-85.30965 35.04576),"(35.045760, -85.309650)",Dark - Lighted,2021,12,10,0,4
436,21-132864,2021-12-12 19:00:00,19.0,509 N Moore Rd,,Carolyn Ln,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.019414,-85.225037,POINT (-85.225037 35.019414),"(35.019414, -85.225037)",Dark - Lighted,2021,12,12,19,6
437,21-134437,2021-12-16 21:12:00,21.0,1910 Wilson St,,Roanoke Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.052034,-85.265102,POINT (-85.265102 35.052034),"(35.052034, -85.265102)",Dark - Unknown Lighting,2021,12,16,21,3
438,21-135248,2021-12-18 18:20:00,18.5,2288 Gunbarrel Rd,SR-1,Commons Blvd,1.0,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,0.0,0.0,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Dark - Lighted,2021,12,18,18,5
439,21-135539,2021-12-19 16:02:00,16.0,4903 Brainerd Rd,,N Moore Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.012915,-85.227459,POINT (-85.227459 35.012915),"(35.012915, -85.227459)",Daylight,2021,12,19,16,6
440,21-135847,2021-12-20 11:30:00,11.5,Gunbarrel Rd,,Landress Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.039946,-85.150198,POINT (-85.150198 35.039946),"(35.039946, -85.150198)",Daylight,2021,12,20,11,0
441,22-018273,2022-02-20 18:50:00,19.0,1816 Gunbarrel Rd,,Gunbarrel Road,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.024501,-85.155628,POINT (-85.155628 35.024501),"(35.024501, -85.155628)",Dark - Lighted,2022,2,20,18,6
442,21-138242,2021-12-27 13:30:00,13.5,3600 Brainerd Rd,,N Germantown Rd.,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.023643,-85.246419,POINT (-85.246419 35.023643),"(35.023643, -85.246419)",Daylight,2021,12,27,13,0
443,21-138736,2021-12-28 22:47:00,23.0,404 Tunnel Blvd,,Tunnel Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,15.0,1,Clear,1,0,,,35.033474,-85.243255,POINT (-85.243255 35.033474),"(35.033474, -85.243255)",Dark - Lighted,2021,12,28,22,1
444,21-139384,2021-12-30 18:00:00,18.0,5300 Brainerd Rd,,McBrien Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.010574,-85.222145,POINT (-85.222145 35.010574),"(35.010574, -85.222145)",Dark - Lighted,2021,12,30,18,3
445,22-000334,2022-01-01 20:16:00,20.5,133 W 38th St,SR-133,3800 Central Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Rain,1,0,0.0,0.0,35.005924,-85.311189,POINT (-85.311189 35.005924),"(35.005924, -85.311189)",Dark - Lighted,2022,1,1,20,5
446,22-000352,2022-01-01 21:20:00,21.5,Lee Hwy,,Robin Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,45.0,1,Clear,1,0,0.0,0.0,35.052277,-85.150786,POINT (-85.150786 35.052277),"(35.052277, -85.150786)",Dark - Not Lighted,2022,1,1,21,5
447,22-001444,2022-01-05 07:31:00,7.5,1750 Dodds Ave,,E 17th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.019628,-85.271072,POINT (-85.271072 35.019628),"(35.019628, -85.271072)",Dawn,2022,1,5,7,2
448,22-001729,2022-01-05 18:53:00,19.0,Fairfax Dr,,Azalean Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.107105,-85.261742,POINT (-85.261742 35.107105),"(35.107105, -85.261742)",Dark - Lighted,2022,1,5,18,2
449,22-002006,2022-01-06 19:40:00,19.5,Mccallie Ave,,Dodson Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.03097,-85.26135,POINT (-85.26135 35.03097),"(35.030970, -85.261350)",Dark - Lighted,2022,1,6,19,3
450,22-003263,2022-01-10 14:51:00,15.0,5665 Brainerd Road,SR-5665,Old Mission Road,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.1227964,-85.055304,POINT (-85.055304 35.1227964),"(35.1227964, -85.055304)",Daylight,2022,1,10,14,0
451,22-003995,2022-01-12 17:29:00,17.5,490 Greenway View Dr,,Skurlock Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.008709,-85.205213,POINT (-85.205213 35.008709),"(35.008709, -85.205213)",Dusk,2022,1,12,17,2
452,22-004251,2022-01-11 11:00:00,11.0,9117 E Brainerd Rd,,Shallowford Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,,,35.006088,-85.12184,POINT (-85.12184 35.006088),"(35.006088, -85.121840)",Daylight,2022,1,11,11,1
453,22-005159,2022-01-15 21:20:00,21.5,301 Market St,,E 3rd St,,Property Damage,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Rain,1,0,0.0,0.0,35.066843,-85.271493,POINT (-85.271493 35.066843),"(35.066843, -85.271493)",Dark - Lighted,2022,1,15,21,5
454,22-007879,2022-01-23 19:00:00,19.0,Walnut St,,E Aquarium Way,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.055266,-85.307282,POINT (-85.307282 35.055266),"(35.055266, -85.307282)",Dark - Lighted,2022,1,23,19,6
455,22-008237,2022-01-24 18:58:00,19.0,Hwy 58,,Holder Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,50.0,1,Clear,1,0,0.0,0.0,35.113746,-85.130908,POINT (-85.130908 35.113746),"(35.113746, -85.130908)",Dark - Not Lighted,2022,1,24,18,0
456,22-008582,2022-01-25 17:21:00,17.5,4211 Hixson Pike,,Dupont Pkwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,40.0,1,Clear,1,0,0.0,0.0,35.115523,-85.251968,POINT (-85.251968 35.115523),"(35.115523, -85.251968)",Daylight,2022,1,25,17,1
457,22-008824,2022-01-26 11:39:00,11.5,2119 E 23rd St,,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.018546,-85.280426,POINT (-85.280426 35.018546),"(35.018546, -85.280426)",Daylight,2022,1,26,11,2
458,22-009599,2022-01-28 14:35:00,14.5,E Main St,,Rossville Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.035383,-85.305354,POINT (-85.305354 35.035383),"(35.035383, -85.305354)",Daylight,2022,1,28,14,4
459,22-010720,2022-01-31 19:04:00,19.0,Signal Mountain Rd,,Signal Mountain Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.094368,-85.331318,POINT (-85.331318 35.094368),"(35.094368, -85.331318)",Dark - Lighted,2022,1,31,19,0
460,22-011110,2022-02-01 20:45:00,21.0,101 Glenwood Dr,,101 Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,1.0,35.032474,-85.263942,POINT (-85.263942 35.032474),"(35.032474, -85.263942)",Dark - Not Lighted,2022,2,1,20,1
461,22-011704,2022-02-03 11:35:00,11.5,111 Belvour Ave,,Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Rain,1,0,0.0,0.0,35.016294,-85.241549,POINT (-85.241549 35.016294),"(35.016294, -85.241549)",Daylight,2022,2,3,11,3
462,22-012243,2022-02-04 16:50:00,17.0,3140 Cummings Hwy,,S Moss Ave,,Property Damage,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,2,Cloudy,1,0,0.0,0.0,35.019341,-85.369274,POINT (-85.369274 35.019341),"(35.019341, -85.369274)",Daylight,2022,2,4,16,4
463,22-012909,2022-02-06 16:00:00,16.0,N Market St,,W Manning St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.065196,-85.308341,POINT (-85.308341 35.065196),"(35.065196, -85.308341)",Daylight,2022,2,6,16,6
464,22-013996,2022-02-09 16:25:00,16.5,18210 Interstate 24 Wb St,,S Crest Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,65.0,1,Clear,1,0,0.0,0.0,35.020105,-85.266145,POINT (-85.266145 35.020105),"(35.020105, -85.266145)",Daylight,2022,2,9,16,2
465,22-015731,2022-02-14 08:20:00,8.5,822 Central Avenue,,O Neal St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.040441,-85.289671,POINT (-85.289671 35.040441),"(35.040441, -85.289671)",Daylight,2022,2,14,8,0
466,22-015889,2022-02-14 15:30:00,15.5,5756 Highway 153,,Grubb Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.15584,-85.248678,POINT (-85.248678 35.15584),"(35.155840, -85.248678)",Daylight,2022,2,14,15,0
467,22-017223,2022-02-17 00:00:00,,5100 Highway 153,,Hamill rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Rain,1,0,0.0,1.0,35.121052,-85.237366,POINT (-85.237366 35.121052),"(35.121052, -85.237366)",Unknown,2022,2,17,0,3
468,22-019351,2022-02-22 16:00:00,16.0,5958 Snow Hill Rd,,Lee Highway,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.090553,-85.064316,POINT (-85.064316 35.090553),"(35.090553, -85.064316)",Daylight,2022,2,22,16,1
469,22-019411,2022-02-23 19:00:00,19.0,1337 Gunbarrel Rd,SR-1337,Elaine Cir,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.0811672,-85.26375,POINT (-85.26375 35.0811672),"(35.0811672, -85.263750)",Dark - Not Lighted,2022,2,23,19,2
470,22-020535,2022-02-26 18:55:00,19.0,3550 Cummings Hwy,,Cummings Hwy,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Rain,1,0,0.0,0.0,35.015591,-85.376588,POINT (-85.376588 35.015591),"(35.015591, -85.376588)",Dark - Lighted,2022,2,26,18,5
471,22-020682,2022-02-27 04:20:00,4.5,776 Mountain Creek Rd,SR-776,Signal Mtn. Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Rain,1,0,,,35.09943,-85.327992,POINT (-85.327992 35.09943),"(35.099430, -85.327992)",Dark - Lighted,2022,2,27,4,6
472,22-021508,2022-03-01 11:27:00,11.5,420 West Bell Ave,,Chilhowie St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.068331,-85.314265,POINT (-85.314265 35.068331),"(35.068331, -85.314265)",Daylight,2022,3,1,11,1
473,22-022797,2022-03-04 17:18:00,17.5,1500 Market St,SR-1,E Main,1.0,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.036143,-85.307328,POINT (-85.307328 35.036143),"(35.036143, -85.307328)",Daylight,2022,3,4,17,4
474,22-024758,2022-03-09 18:39:00,18.5,101 N Howell Ave,,Club Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.013273,-85.224251,POINT (-85.224251 35.013273),"(35.013273, -85.224251)",Dark - Not Lighted,2022,3,9,18,2
475,22-026709,2022-03-15 07:24:00,7.5,5609 Brainerd Rd,SR-5609,Eastgate Loop,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,40.0,1,Clear,1,0,0.0,0.0,35.010978,-85.217565,POINT (-85.217565 35.010978),"(35.010978, -85.217565)",Daylight,2022,3,15,7,1
476,22-026948,2022-03-15 20:03:00,20.0,397 Mcbrien Rd,,S Terrace,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Rain,1,0,0.0,0.0,35.004589,-85.22746,POINT (-85.22746 35.004589),"(35.004589, -85.227460)",Dark - Lighted,2022,3,15,20,1
477,22-027572,2022-03-14 09:15:00,9.5,975 E 3rd St,SR-975,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,,,35.048368,-85.290591,POINT (-85.290591 35.048368),"(35.048368, -85.290591)",Daylight,2022,3,14,9,0
478,22-028104,2022-03-18 16:27:00,16.5,231 E Martin Luther King Blvd,US-1,231 E Martin Luther King Blvd,1.0,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.045074,-85.305802,POINT (-85.305802 35.045074),"(35.045074, -85.305802)",Daylight,2022,3,18,16,4
479,22-028511,2022-03-19 16:40:00,16.5,5812 Browntown Rd,,Courtney Ln,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.162694,-85.274201,POINT (-85.274201 35.162694),"(35.162694, -85.274201)",Daylight,2022,3,19,16,5
480,22-028594,2022-03-19 20:58:00,21.0,250 W 38th St,,Kirkland Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.006293,-85.3128,POINT (-85.3128 35.006293),"(35.006293, -85.312800)",Dark - Lighted,2022,3,19,20,5
481,22-030189,2022-03-24 08:14:00,8.0,100 W Martin Luther King Blvd,,Broad St,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,25.0,1,Clear,1,0,0.0,0.0,35.045743,-85.31002,POINT (-85.31002 35.045743),"(35.045743, -85.310020)",Daylight,2022,3,24,8,3
482,22-030894,2022-03-25 22:50:00,23.0,5500 - 5699 Lake Resort Dr,,Lake Resort Ter,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,45.0,1,Clear,1,0,,,35.10987,-85.228423,POINT (-85.228423 35.10987),"(35.109870, -85.228423)",Dark - Not Lighted,2022,3,25,22,4
483,22-031949,2022-03-28 20:45:00,21.0,Brainerd Rd,,N Germantown Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.024821,-85.245567,POINT (-85.245567 35.024821),"(35.024821, -85.245567)",Dark - Lighted,2022,3,28,20,0
484,22-032048,2022-03-29 07:16:00,7.5,2200 Wilcox Blvd,,Dodson Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.052873,-85.260679,POINT (-85.260679 35.052873),"(35.052873, -85.260679)",Dawn,2022,3,29,7,1
485,22-033123,2022-03-31 21:30:00,21.5,8001 Volkswagen Dr,,Bonny oaks dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.07286,-85.1338,POINT (-85.1338 35.07286),"(35.072860, -85.133800)",Dark - Lighted,2022,3,31,21,3
486,22-034329,2022-04-04 08:52:00,9.0,Tyner Rd,,Lee Hwy,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.056781,-85.140779,POINT (-85.140779 35.056781),"(35.056781, -85.140779)",Daylight,2022,4,4,8,0
487,22-034800,2022-04-05 11:49:00,12.0,Bonnyshire Dr,,Bonny Oaks Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Rain,1,0,0.0,0.0,35.069012,-85.165417,POINT (-85.165417 35.069012),"(35.069012, -85.165417)",Daylight,2022,4,5,11,1
488,22-035618,2022-04-07 13:30:00,13.5,Tremont St,,Frazier Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.061791,-85.304515,POINT (-85.304515 35.061791),"(35.061791, -85.304515)",Daylight,2022,4,7,13,3
489,22-035707,2022-04-07 17:05:00,17.0,1601 Market St,,Main st,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.036004,-85.307644,POINT (-85.307644 35.036004),"(35.036004, -85.307644)",Daylight,2022,4,7,17,3
490,22-037536,2022-04-12 16:59:00,17.0,W 38th St,,Highland Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,1.0,35.006743,-85.313989,POINT (-85.313989 35.006743),"(35.006743, -85.313989)",Daylight,2022,4,12,16,1
491,22-037963,2022-04-13 18:04:00,18.0,Mccallie Ave,,Douglas St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.04562,-85.30119,POINT (-85.30119 35.04562),"(35.045620, -85.301190)",Daylight,2022,4,13,18,2
492,22-042520,2022-04-25 17:15:00,17.5,900 Carter St,,E Martin Luther King Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.045668,-85.311653,POINT (-85.311653 35.045668),"(35.045668, -85.311653)",Daylight,2022,4,25,17,0
493,22-043161,2022-04-27 10:15:00,10.5,900 Manufacturers Rd,,Hamm Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,1.0,0.0,35.05884,-85.327645,POINT (-85.327645 35.05884),"(35.058840, -85.327645)",Daylight,2022,4,27,10,2
494,22-043207,2022-04-27 12:16:00,12.5,Rossville Blvd,SR-3200,E 32nd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.007069,-85.293833,POINT (-85.293833 35.007069),"(35.007069, -85.293833)",Daylight,2022,4,27,12,2
495,22-043374,2022-04-27 18:59:00,19.0,Market St,,W 14th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,20.0,1,Clear,1,0,0.0,0.0,35.038499,-85.307481,POINT (-85.307481 35.038499),"(35.038499, -85.307481)",Dusk,2022,4,27,18,2
496,22-044394,2022-04-30 04:00:00,4.0,500 River St,,River St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Clear,1,0,,,35.060029,-85.304211,POINT (-85.304211 35.060029),"(35.060029, -85.304211)",Dark - Lighted,2022,4,30,4,5
497,22-046149,2022-05-04 16:05:00,16.0,153 Hwy,,Northpoint Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.138164,-85.24936,POINT (-85.24936 35.138164),"(35.138164, -85.249360)",Daylight,2022,5,4,16,2
498,22-046509,2022-05-05 12:15:00,12.5,1200 Grove St,SR-1200,Grove Street Ct,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.043761,-85.317968,POINT (-85.317968 35.043761),"(35.043761, -85.317968)",Daylight,2022,5,5,12,3
499,22-046753,2022-05-05 23:00:00,23.0,Shallowford Rd,SR-6003,Chapman Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,0.0,0.0,35.054355,-85.188205,POINT (-85.188205 35.054355),"(35.054355, -85.188205)",Dark - Lighted,2022,5,5,23,3
500,22-048639,2022-05-10 18:45:00,19.0,2400 Dodson Ave,,Daisy St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.0816226,-85.263,POINT (-85.263 35.0816226),"(35.0816226, -85.263000)",Daylight,2022,5,10,18,1
501,22-050400,2022-05-15 02:26:00,2.5,Mccallie Ave,,Glenwood Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Rain,1,0,0.0,1.0,35.031395,-85.261209,POINT (-85.261209 35.031395),"(35.031395, -85.261209)",Dark - Lighted,2022,5,15,2,6
502,22-051241,2022-05-17 10:49:00,11.0,979 E 3rd St,,Central Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.047957,-85.289321,POINT (-85.289321 35.047957),"(35.047957, -85.289321)",Daylight,2022,5,17,10,1
503,22-051365,2022-05-17 12:40:00,12.5,100 W.38th Street,,Central Avenue,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.0552964,-85.307205,POINT (-85.307205 35.0552964),"(35.0552964, -85.307205)",Daylight,2022,5,17,12,1
504,22-051428,2022-05-17 18:04:00,18.0,825 Runyan Dr,,Runyan Dr,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.101694,-85.32129,POINT (-85.32129 35.101694),"(35.101694, -85.321290)",Daylight,2022,5,17,18,1
505,22-052057,2022-05-19 07:49:00,8.0,Market St,,E 10th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.044862,-85.309402,POINT (-85.309402 35.044862),"(35.044862, -85.309402)",Daylight,2022,5,19,7,3
506,22-053334,2022-05-21 20:15:00,20.5,Sheridan Ave,,Portland St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.050756,-85.269296,POINT (-85.269296 35.050756),"(35.050756, -85.269296)",Dusk,2022,5,21,20,5
507,22-053576,2022-05-22 23:33:00,23.5,2360-2399 Westside Dr,,15th Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Rain,1,0,0.0,0.0,35.012549,-85.272335,POINT (-85.272335 35.012549),"(35.012549, -85.272335)",Dark - Lighted,2022,5,22,23,6
508,22-054291,2022-05-24 17:50:00,18.0,12th Ave/ E 31st St,,E 30th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.0434061,-85.306981,POINT (-85.306981 35.0434061),"(35.0434061, -85.306981)",Daylight,2022,5,24,17,1
509,22-058954,2022-06-05 02:40:00,2.5,2125 Mccallie Ave,,N Willow St,,Fatal,Not Collision with Motor Vehicle in Transport,1,1,1,0,35.0,1,Clear,1,0,0.0,1.0,35.0344504,-85.270852,POINT (-85.270852 35.0344504),"(35.0344504, -85.270852)",Dark - Lighted,2022,6,5,2,6
510,22-065295,2022-06-20 19:28:00,19.5,1401 N Chamberlain Ave,,Balto St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.05054,-85.25712,POINT (-85.25712 35.05054),"(35.050540, -85.257120)",Daylight,2022,6,20,19,0
511,22-067953,2022-06-27 06:55:00,7.0,7200 Shallowford Rd,,I 75 NB off ramp,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.04156,-85.154814,POINT (-85.154814 35.04156),"(35.041560, -85.154814)",Dawn,2022,6,27,6,0
512,22-068515,2022-06-28 14:00:00,14.0,1420 Dodson Ave,,Wilcox Blvd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight,2022,6,28,14,1
513,22-068872,2022-06-29 07:00:00,7.0,De Sales Ave,SR-2525,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.041707,-85.260666,POINT (-85.260666 35.041707),"(35.041707, -85.260666)",Daylight,2022,6,29,7,2
514,22-069946,2022-07-01 18:18:00,18.5,3714 Rossville Blvd,,Clio Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,0.0,0.0,35.000459,-85.291711,POINT (-85.291711 35.000459),"(35.000459, -85.291711)",Daylight,2022,7,1,18,4
